defecto_id,proyecto_id,tipo_defecto_id,fase_id,severidad,descripcion,fecha_registro,metadata_extraccion
1174,484,16,6,Baja,Seguridad: XXE en módulo de pago.,2024-11-05,0
1175,484,17,11,Baja,Usabilidad: Accesibilidad en módulo de datos.,2025-07-17,0
1176,485,2,1,Media,Funcionalidad: Requisitos mal interpretados en módulo de usuario.,2025-07-12,0
1177,485,5,8,Baja,Funcionalidad: Cálculo numérico en módulo de pago.,2024-05-13,0
1178,485,27,5,Baja,Mantenibilidad: Duplicación/código espagueti en módulo de API.,2024-07-19,0
1179,485,19,8,Baja,Usabilidad: Etiquetas/ayuda en módulo de datos.,2025-06-15,0
1180,486,22,11,Baja,Compatibilidad: Navegador/OS en módulo de catálogo.,2023-07-26,0
1181,486,43,11,Baja,Documentación: Guías incompletas en módulo de catálogo.,2023-03-19,0
1182,486,37,13,Media,Fiabilidad: Condiciones de carrera en módulo de usuario.,2023-07-30,0
1183,486,37,2,Alta,Fiabilidad: Condiciones de carrera en módulo de usuario.,2022-12-09,0
1184,486,41,12,Alta,Fiabilidad: Estados inconsistentes en módulo de API.,2023-08-25,0
1185,486,1,5,Media,Funcionalidad: Lógica/algoritmo en módulo de datos.,2022-06-17,0
1186,486,3,3,Alta,Funcionalidad: Reglas de negocio en módulo de API.,2023-07-15,0
1187,486,3,5,Media,Funcionalidad: Reglas de negocio en módulo de autenticación.,2022-06-29,0
1188,486,4,8,Baja,Funcionalidad: Validación de entradas en módulo de usuario.,2022-05-09,0
1189,486,27,9,Media,Mantenibilidad: Duplicación/código espagueti en módulo de reportes.,2023-09-24,0
1190,486,35,4,Baja,Portabilidad: Diferencias de runtime en módulo de usuario.,2022-07-12,0
1191,486,10,10,Alta,Rendimiento: Caching incorrecto en módulo de catálogo.,2022-08-28,0
1192,486,12,6,Baja,Seguridad: Inyección SQL en módulo de UI.,2022-05-29,0
1193,486,17,6,Baja,Usabilidad: Accesibilidad en módulo de catálogo.,2022-08-18,0
1194,491,23,7,Media,Compatibilidad: Resolución/dispositivo en módulo de UI.,2023-02-07,0
1195,491,22,13,Alta,Compatibilidad: Navegador/OS en módulo de UI.,2023-02-07,0
1196,491,39,5,Baja,Fiabilidad: Time-outs en módulo de pago.,2022-09-23,0
1197,491,3,9,Media,Funcionalidad: Reglas de negocio en módulo de catálogo.,2024-07-21,0
1198,491,51,8,Baja,Otros: Desconocido en módulo de usuario.,2023-09-15,0
1199,491,49,5,Baja,Otros: Infraestructura en módulo de pago.,2023-08-10,0
1200,491,10,10,Alta,Rendimiento: Caching incorrecto en módulo de autenticación.,2022-12-04,0
1201,492,28,11,Media,Mantenibilidad: Complejidad ciclomática en módulo de autenticación.,2021-10-07,0
1202,492,17,2,Baja,Usabilidad: Accesibilidad en módulo de API.,2022-06-03,0
1203,495,26,8,Media,Compatibilidad: Localización en módulo de reportes.,2024-08-05,0
1204,495,25,14,Media,Compatibilidad: Versionado API en módulo de catálogo.,2024-12-01,0
1205,495,46,3,Baja,Documentación: Formato incorrecto en módulo de reportes.,2024-10-25,0
1206,495,2,5,Baja,Funcionalidad: Requisitos mal interpretados en módulo de API.,2024-06-16,0
1207,495,2,8,Media,Funcionalidad: Requisitos mal interpretados en módulo de reportes.,2024-10-04,0
1208,495,4,2,Media,Funcionalidad: Validación de entradas en módulo de autenticación.,2025-02-14,0
1209,495,3,1,Baja,Funcionalidad: Reglas de negocio en módulo de datos.,2024-06-18,0
1210,495,31,5,Media,Mantenibilidad: Acoplamiento alto en módulo de reportes.,2025-01-03,0
1211,495,32,13,Media,Portabilidad: Rutas/FS en módulo de pago.,2024-10-12,0
1212,495,15,3,Baja,Seguridad: Deserialización peligrosa en módulo de catálogo.,2024-11-24,0
1213,496,23,8,Baja,Compatibilidad: Resolución/dispositivo en módulo de datos.,2021-02-05,0
1214,496,41,8,Media,Fiabilidad: Estados inconsistentes en módulo de autenticación.,2021-09-13,0
1215,496,40,9,Media,Fiabilidad: Reintentos/retornos en módulo de catálogo.,2021-04-25,0
1216,496,41,13,Media,Fiabilidad: Estados inconsistentes en módulo de reportes.,2020-10-31,0
1217,496,40,8,Media,Fiabilidad: Reintentos/retornos en módulo de pago.,2021-08-23,0
1218,496,5,7,Baja,Funcionalidad: Cálculo numérico en módulo de catálogo.,2021-02-04,0
1219,496,35,7,Alta,Portabilidad: Diferencias de runtime en módulo de API.,2021-10-13,0
1220,496,9,10,Baja,Rendimiento: N+1 queries en módulo de reportes.,2020-09-18,0
1221,496,20,9,Media,Usabilidad: Diseño inconsistente en módulo de usuario.,2020-11-14,0
1222,498,10,10,Baja,Rendimiento: Caching incorrecto en módulo de reportes.,2025-04-29,0
1223,498,16,9,Media,Seguridad: XXE en módulo de catálogo.,2025-05-07,0
1224,499,40,5,Baja,Fiabilidad: Reintentos/retornos en módulo de reportes.,2025-08-23,0
1225,499,38,6,Alta,Fiabilidad: Fugas de recursos en módulo de datos.,2025-07-30,0
1226,499,40,7,Media,Fiabilidad: Reintentos/retornos en módulo de API.,2025-10-16,0
1227,499,3,6,Media,Funcionalidad: Reglas de negocio en módulo de pago.,2025-10-22,0
1228,499,5,5,Baja,Funcionalidad: Cálculo numérico en módulo de catálogo.,2025-08-08,0
1229,499,3,6,Baja,Funcionalidad: Reglas de negocio en módulo de usuario.,2025-11-15,0
1230,499,11,8,Baja,Seguridad: XSS en módulo de usuario.,2025-07-27,0
1231,499,13,6,Baja,Seguridad: Autorización rota en módulo de datos.,2025-11-16,0
1232,499,16,3,Alta,Seguridad: XXE en módulo de datos.,2025-07-17,0
1233,499,21,6,Alta,Usabilidad: Feedback insuficiente en módulo de UI.,2025-08-08,0
1234,499,18,5,Baja,Usabilidad: Flujo confuso en módulo de catálogo.,2025-08-08,0
1235,499,19,3,Media,Usabilidad: Etiquetas/ayuda en módulo de datos.,2025-09-03,0
1236,499,17,3,Baja,Usabilidad: Accesibilidad en módulo de autenticación.,2025-08-16,0
1237,501,38,5,Baja,Fiabilidad: Fugas de recursos en módulo de usuario.,2025-03-01,0
1238,501,3,5,Baja,Funcionalidad: Reglas de negocio en módulo de API.,2025-08-28,0
1239,501,19,2,Media,Usabilidad: Etiquetas/ayuda en módulo de reportes.,2025-06-13,0
1240,502,25,4,Baja,Compatibilidad: Versionado API en módulo de usuario.,2021-01-06,0
1241,502,26,8,Baja,Compatibilidad: Localización en módulo de API.,2020-10-25,0
1242,502,39,10,Media,Fiabilidad: Time-outs en módulo de autenticación.,2020-11-30,0
1243,502,4,6,Media,Funcionalidad: Validación de entradas en módulo de autenticación.,2021-01-21,0
1244,502,4,9,Baja,Funcionalidad: Validación de entradas en módulo de API.,2020-09-05,0
1245,502,31,8,Baja,Mantenibilidad: Acoplamiento alto en módulo de autenticación.,2020-08-10,0
1246,502,30,3,Baja,Mantenibilidad: Falta de pruebas en módulo de catálogo.,2020-10-30,0
1247,502,6,9,Media,Rendimiento: Consultas ineficientes en módulo de catálogo.,2020-08-23,0
1248,502,20,6,Baja,Usabilidad: Diseño inconsistente en módulo de usuario.,2020-09-28,0
1249,502,20,6,Media,Usabilidad: Diseño inconsistente en módulo de autenticación.,2020-08-19,0
1250,503,3,6,Baja,Funcionalidad: Reglas de negocio en módulo de usuario.,2024-08-25,0
1251,504,41,11,Baja,Fiabilidad: Estados inconsistentes en módulo de datos.,2020-05-19,0
1252,505,40,11,Media,Fiabilidad: Reintentos/retornos en módulo de autenticación.,2021-07-30,0
1253,505,40,3,Media,Fiabilidad: Reintentos/retornos en módulo de datos.,2021-07-31,0
1254,505,1,10,Media,Funcionalidad: Lógica/algoritmo en módulo de usuario.,2021-07-21,0
1255,505,5,7,Baja,Funcionalidad: Cálculo numérico en módulo de reportes.,2021-07-21,0
1256,505,20,6,Baja,Usabilidad: Diseño inconsistente en módulo de usuario.,2021-07-18,0
1257,507,4,6,Media,Funcionalidad: Validación de entradas en módulo de API.,2020-05-03,0
1258,507,33,9,Baja,Portabilidad: Endianness/arqu. en módulo de API.,2020-04-28,0
1259,507,33,9,Baja,Portabilidad: Endianness/arqu. en módulo de API.,2020-04-30,0
1260,514,40,7,Media,Fiabilidad: Reintentos/retornos en módulo de pago.,2024-10-03,0
1261,514,2,2,Media,Funcionalidad: Requisitos mal interpretados en módulo de catálogo.,2024-06-09,0
1262,514,3,4,Media,Funcionalidad: Reglas de negocio en módulo de UI.,2023-11-01,0
1263,514,17,6,Media,Usabilidad: Accesibilidad en módulo de datos.,2024-08-15,0
1264,521,5,5,Media,Funcionalidad: Cálculo numérico en módulo de pago.,2021-02-09,0
1265,521,2,8,Media,Funcionalidad: Requisitos mal interpretados en módulo de datos.,2021-11-20,0
1266,521,47,13,Media,Otros: Config. errónea en módulo de datos.,2020-12-18,0
1267,522,2,2,Baja,Funcionalidad: Requisitos mal interpretados en módulo de usuario.,2024-07-03,0
1268,522,2,4,Media,Funcionalidad: Requisitos mal interpretados en módulo de pago.,2024-12-29,0
1269,523,43,9,Baja,Documentación: Guías incompletas en módulo de autenticación.,2024-10-12,0
1270,523,6,6,Baja,Rendimiento: Consultas ineficientes en módulo de catálogo.,2025-03-04,0
1271,529,2,3,Media,Funcionalidad: Requisitos mal interpretados en módulo de datos.,2024-03-22,0
1272,529,30,9,Media,Mantenibilidad: Falta de pruebas en módulo de UI.,2023-08-06,0
1273,529,16,13,Baja,Seguridad: XXE en módulo de datos.,2024-01-05,0
1274,530,5,6,Media,Funcionalidad: Cálculo numérico en módulo de API.,2022-03-06,0
1275,530,5,5,Baja,Funcionalidad: Cálculo numérico en módulo de autenticación.,2022-04-27,0
1276,536,45,15,Media,Documentación: Falta de ejemplo en módulo de API.,2025-02-06,0
1277,536,38,3,Media,Fiabilidad: Fugas de recursos en módulo de UI.,2025-05-12,0
1278,536,37,5,Baja,Fiabilidad: Condiciones de carrera en módulo de reportes.,2025-02-15,0
1279,536,41,9,Baja,Fiabilidad: Estados inconsistentes en módulo de catálogo.,2025-05-27,0
1280,536,2,4,Baja,Funcionalidad: Requisitos mal interpretados en módulo de reportes.,2024-12-23,0
1281,536,29,9,Baja,Mantenibilidad: Nombres pobres en módulo de catálogo.,2025-05-18,0
1282,536,36,11,Baja,Portabilidad: Script deploy en módulo de autenticación.,2025-01-02,0
1283,536,7,7,Media,Rendimiento: Uso excesivo de CPU en módulo de autenticación.,2025-07-02,0
1284,536,14,14,Baja,Seguridad: Exposición de datos en módulo de catálogo.,2024-09-28,0
1285,536,12,7,Media,Seguridad: Inyección SQL en módulo de UI.,2024-10-28,0
1286,538,38,9,Baja,Fiabilidad: Fugas de recursos en módulo de catálogo.,2024-05-29,0
1287,538,4,1,Media,Funcionalidad: Validación de entradas en módulo de API.,2023-07-10,0
1288,538,5,7,Baja,Funcionalidad: Cálculo numérico en módulo de usuario.,2023-04-02,0
1289,538,30,5,Media,Mantenibilidad: Falta de pruebas en módulo de UI.,2024-08-17,0
1290,538,28,11,Baja,Mantenibilidad: Complejidad ciclomática en módulo de catálogo.,2023-11-29,0
1291,538,30,4,Baja,Mantenibilidad: Falta de pruebas en módulo de API.,2024-01-12,0
1292,538,7,5,Baja,Rendimiento: Uso excesivo de CPU en módulo de datos.,2024-02-24,0
1293,538,7,4,Media,Rendimiento: Uso excesivo de CPU en módulo de autenticación.,2024-02-21,0
1294,543,26,14,Media,Compatibilidad: Localización en módulo de usuario.,2025-02-22,0
1295,543,42,3,Baja,Documentación: Especificación desactualizada en módulo de autenticación.,2025-04-25,0
1296,543,43,4,Baja,Documentación: Guías incompletas en módulo de pago.,2025-06-11,0
1297,543,37,3,Baja,Fiabilidad: Condiciones de carrera en módulo de catálogo.,2025-06-11,0
1298,543,37,6,Media,Fiabilidad: Condiciones de carrera en módulo de API.,2025-06-02,0
1299,543,1,3,Baja,Funcionalidad: Lógica/algoritmo en módulo de UI.,2024-10-12,0
1300,543,1,5,Alta,Funcionalidad: Lógica/algoritmo en módulo de pago.,2024-10-04,0
1301,543,2,7,Baja,Funcionalidad: Requisitos mal interpretados en módulo de API.,2025-04-11,0
1302,543,30,12,Baja,Mantenibilidad: Falta de pruebas en módulo de datos.,2025-05-07,0
1303,543,28,12,Baja,Mantenibilidad: Complejidad ciclomática en módulo de API.,2024-07-05,0
1304,543,31,7,Media,Mantenibilidad: Acoplamiento alto en módulo de API.,2024-10-02,0
1305,543,48,8,Baja,Otros: Datos de prueba en módulo de datos.,2025-02-17,0
1306,543,10,10,Baja,Rendimiento: Caching incorrecto en módulo de UI.,2025-04-08,0
1307,543,13,1,Media,Seguridad: Autorización rota en módulo de UI.,2025-10-20,0
1308,543,21,11,Baja,Usabilidad: Feedback insuficiente en módulo de pago.,2024-10-10,0
1309,548,39,5,Media,Fiabilidad: Time-outs en módulo de datos.,2023-02-21,0
1310,548,39,8,Media,Fiabilidad: Time-outs en módulo de autenticación.,2023-01-26,0
1311,548,38,12,Alta,Fiabilidad: Fugas de recursos en módulo de reportes.,2022-04-27,0
1312,548,5,5,Alta,Funcionalidad: Cálculo numérico en módulo de pago.,2023-03-20,0
1313,548,2,3,Baja,Funcionalidad: Requisitos mal interpretados en módulo de reportes.,2022-08-29,0
1314,548,1,9,Baja,Funcionalidad: Lógica/algoritmo en módulo de catálogo.,2022-08-12,0
1315,548,30,5,Baja,Mantenibilidad: Falta de pruebas en módulo de datos.,2023-07-21,0
1316,548,28,9,Alta,Mantenibilidad: Complejidad ciclomática en módulo de autenticación.,2022-09-06,0
1317,548,28,5,Alta,Mantenibilidad: Complejidad ciclomática en módulo de API.,2022-10-02,0
1318,548,35,14,Baja,Portabilidad: Diferencias de runtime en módulo de usuario.,2022-06-29,0
1319,548,36,9,Media,Portabilidad: Script deploy en módulo de usuario.,2022-04-29,0
1320,548,7,14,Baja,Rendimiento: Uso excesivo de CPU en módulo de datos.,2023-02-14,0
1321,548,18,13,Media,Usabilidad: Flujo confuso en módulo de UI.,2023-04-18,0
1322,550,30,3,Media,Mantenibilidad: Falta de pruebas en módulo de UI.,2023-05-11,0
1323,550,13,5,Alta,Seguridad: Autorización rota en módulo de API.,2023-06-27,0
1324,550,15,11,Baja,Seguridad: Deserialización peligrosa en módulo de usuario.,2023-07-23,0
1325,550,17,6,Baja,Usabilidad: Accesibilidad en módulo de reportes.,2023-05-29,0
1326,555,23,6,Baja,Compatibilidad: Resolución/dispositivo en módulo de API.,2024-03-28,0
1327,555,26,10,Media,Compatibilidad: Localización en módulo de reportes.,2025-04-02,0
1328,555,46,12,Baja,Documentación: Formato incorrecto en módulo de API.,2025-01-10,0
1329,555,12,6,Alta,Seguridad: Inyección SQL en módulo de autenticación.,2024-07-12,0
1330,556,40,11,Alta,Fiabilidad: Reintentos/retornos en módulo de reportes.,2025-04-09,0
1331,556,37,11,Media,Fiabilidad: Condiciones de carrera en módulo de usuario.,2025-07-21,0
1332,556,27,3,Alta,Mantenibilidad: Duplicación/código espagueti en módulo de autenticación.,2025-07-25,0
1333,556,31,6,Baja,Mantenibilidad: Acoplamiento alto en módulo de datos.,2025-05-27,0
1334,556,31,7,Baja,Mantenibilidad: Acoplamiento alto en módulo de UI.,2025-04-04,0
1335,556,51,1,Baja,Otros: Desconocido en módulo de API.,2025-03-26,0
1336,556,9,10,Media,Rendimiento: N+1 queries en módulo de UI.,2025-03-18,0
1337,558,44,12,Alta,Documentación: Comentarios engañosos en módulo de usuario.,2025-09-21,0
1338,558,38,7,Alta,Fiabilidad: Fugas de recursos en módulo de usuario.,2025-11-07,0
1339,558,1,6,Baja,Funcionalidad: Lógica/algoritmo en módulo de catálogo.,2025-09-26,0
1340,558,4,3,Media,Funcionalidad: Validación de entradas en módulo de datos.,2025-09-01,0
1341,558,2,3,Baja,Funcionalidad: Requisitos mal interpretados en módulo de UI.,2025-09-01,0
1342,558,4,7,Baja,Funcionalidad: Validación de entradas en módulo de usuario.,2025-05-18,0
1343,558,30,9,Media,Mantenibilidad: Falta de pruebas en módulo de usuario.,2025-09-22,0
1344,558,9,10,Baja,Rendimiento: N+1 queries en módulo de reportes.,2025-04-09,0
1345,558,9,9,Alta,Rendimiento: N+1 queries en módulo de datos.,2025-08-01,0
1346,558,12,9,Media,Seguridad: Inyección SQL en módulo de datos.,2025-04-27,0
1347,560,40,14,Media,Fiabilidad: Reintentos/retornos en módulo de UI.,2024-11-25,0
1348,560,40,15,Baja,Fiabilidad: Reintentos/retornos en módulo de autenticación.,2025-03-05,0
1349,564,25,3,Media,Compatibilidad: Versionado API en módulo de pago.,2023-09-13,0
1350,564,23,9,Media,Compatibilidad: Resolución/dispositivo en módulo de API.,2022-11-26,0
1351,564,44,15,Baja,Documentación: Comentarios engañosos en módulo de usuario.,2022-04-10,0
1352,564,40,3,Alta,Fiabilidad: Reintentos/retornos en módulo de pago.,2022-09-03,0
1353,564,4,6,Baja,Funcionalidad: Validación de entradas en módulo de autenticación.,2023-10-10,0
1354,564,4,9,Baja,Funcionalidad: Validación de entradas en módulo de reportes.,2022-08-05,0
1355,564,2,1,Media,Funcionalidad: Requisitos mal interpretados en módulo de catálogo.,2023-06-11,0
1356,564,30,6,Baja,Mantenibilidad: Falta de pruebas en módulo de pago.,2023-10-04,0
1357,564,32,4,Alta,Portabilidad: Rutas/FS en módulo de pago.,2021-09-23,0
1358,564,18,1,Media,Usabilidad: Flujo confuso en módulo de UI.,2022-12-25,0
1359,566,23,7,Media,Compatibilidad: Resolución/dispositivo en módulo de datos.,2025-07-01,0
1360,566,46,9,Baja,Documentación: Formato incorrecto en módulo de usuario.,2025-09-09,0
1361,566,41,13,Baja,Fiabilidad: Estados inconsistentes en módulo de API.,2025-08-29,0
1362,566,37,5,Alta,Fiabilidad: Condiciones de carrera en módulo de catálogo.,2025-10-14,0
1363,566,41,5,Baja,Fiabilidad: Estados inconsistentes en módulo de autenticación.,2025-06-17,0
1364,566,38,9,Baja,Fiabilidad: Fugas de recursos en módulo de pago.,2025-06-20,0
1365,566,5,2,Baja,Funcionalidad: Cálculo numérico en módulo de reportes.,2025-11-22,0
1366,566,2,5,Baja,Funcionalidad: Requisitos mal interpretados en módulo de UI.,2025-08-18,0
1367,566,2,7,Baja,Funcionalidad: Requisitos mal interpretados en módulo de usuario.,2025-09-10,0
1368,566,19,2,Baja,Usabilidad: Etiquetas/ayuda en módulo de catálogo.,2025-09-22,0
1369,567,25,6,Baja,Compatibilidad: Versionado API en módulo de usuario.,2021-05-10,0
1370,567,25,6,Media,Compatibilidad: Versionado API en módulo de API.,2021-11-14,0
1371,567,24,10,Baja,Compatibilidad: Dependencias/bibliotecas en módulo de autenticación.,2022-02-02,0
1372,567,45,13,Baja,Documentación: Falta de ejemplo en módulo de pago.,2021-03-21,0
1373,567,44,3,Media,Documentación: Comentarios engañosos en módulo de catálogo.,2021-02-13,0
1374,567,39,5,Media,Fiabilidad: Time-outs en módulo de autenticación.,2022-01-13,0
1375,567,41,5,Baja,Fiabilidad: Estados inconsistentes en módulo de usuario.,2021-11-14,0
1376,567,3,6,Media,Funcionalidad: Reglas de negocio en módulo de API.,2021-12-20,0
1377,567,47,5,Baja,Otros: Config. errónea en módulo de API.,2021-08-10,0
1378,567,35,5,Alta,Portabilidad: Diferencias de runtime en módulo de datos.,2021-07-12,0
1379,567,32,2,Baja,Portabilidad: Rutas/FS en módulo de usuario.,2021-10-11,0
1380,567,8,4,Baja,Rendimiento: Bloqueos/contención en módulo de catálogo.,2021-07-31,0
1381,567,16,3,Baja,Seguridad: XXE en módulo de usuario.,2021-09-30,0
1382,567,16,2,Alta,Seguridad: XXE en módulo de reportes.,2022-02-04,0
1383,567,17,7,Baja,Usabilidad: Accesibilidad en módulo de usuario.,2021-09-05,0
1384,567,17,9,Baja,Usabilidad: Accesibilidad en módulo de datos.,2021-10-22,0
1385,569,26,13,Media,Compatibilidad: Localización en módulo de reportes.,2022-01-29,0
1386,571,22,9,Media,Compatibilidad: Navegador/OS en módulo de usuario.,2021-12-10,0
1387,571,46,3,Media,Documentación: Formato incorrecto en módulo de pago.,2022-09-21,0
1388,571,43,3,Media,Documentación: Guías incompletas en módulo de catálogo.,2021-08-25,0
1389,571,39,5,Media,Fiabilidad: Time-outs en módulo de catálogo.,2021-07-04,0
1390,571,2,8,Baja,Funcionalidad: Requisitos mal interpretados en módulo de pago.,2021-12-02,0
1391,571,1,4,Baja,Funcionalidad: Lógica/algoritmo en módulo de catálogo.,2022-08-01,0
1392,571,30,3,Baja,Mantenibilidad: Falta de pruebas en módulo de reportes.,2022-06-15,0
1393,571,28,3,Baja,Mantenibilidad: Complejidad ciclomática en módulo de usuario.,2021-09-21,0
1394,571,29,5,Media,Mantenibilidad: Nombres pobres en módulo de API.,2022-09-29,0
1395,571,29,11,Baja,Mantenibilidad: Nombres pobres en módulo de UI.,2022-07-01,0
1396,571,47,5,Media,Otros: Config. errónea en módulo de reportes.,2022-07-14,0
1397,571,9,11,Baja,Rendimiento: N+1 queries en módulo de autenticación.,2021-09-28,0
1398,572,48,5,Baja,Otros: Datos de prueba en módulo de pago.,2022-03-17,0
1399,572,49,7,Baja,Otros: Infraestructura en módulo de autenticación.,2022-09-19,0
1400,573,39,13,Media,Fiabilidad: Time-outs en módulo de pago.,2024-11-06,0
1401,573,3,5,Alta,Funcionalidad: Reglas de negocio en módulo de autenticación.,2022-12-08,0
1402,573,3,3,Baja,Funcionalidad: Reglas de negocio en módulo de datos.,2024-03-08,0
1403,573,5,2,Media,Funcionalidad: Cálculo numérico en módulo de reportes.,2025-01-09,0
1404,573,31,3,Baja,Mantenibilidad: Acoplamiento alto en módulo de pago.,2023-04-05,0
1405,573,49,13,Baja,Otros: Infraestructura en módulo de catálogo.,2024-06-26,0
1406,573,13,10,Baja,Seguridad: Autorización rota en módulo de datos.,2023-06-26,0
1407,573,21,11,Baja,Usabilidad: Feedback insuficiente en módulo de UI.,2024-03-21,0
1408,574,25,15,Baja,Compatibilidad: Versionado API en módulo de reportes.,2022-01-16,0
1409,574,45,3,Baja,Documentación: Falta de ejemplo en módulo de API.,2022-12-30,0
1410,574,37,6,Media,Fiabilidad: Condiciones de carrera en módulo de catálogo.,2022-11-30,0
1411,574,1,3,Media,Funcionalidad: Lógica/algoritmo en módulo de API.,2022-11-08,0
1412,574,28,7,Media,Mantenibilidad: Complejidad ciclomática en módulo de UI.,2022-06-08,0
1413,574,31,4,Baja,Mantenibilidad: Acoplamiento alto en módulo de pago.,2022-01-04,0
1414,574,31,2,Baja,Mantenibilidad: Acoplamiento alto en módulo de UI.,2022-10-29,0
1415,574,6,10,Media,Rendimiento: Consultas ineficientes en módulo de pago.,2022-09-12,0
1416,574,12,2,Baja,Seguridad: Inyección SQL en módulo de catálogo.,2022-04-13,0
1417,574,12,7,Alta,Seguridad: Inyección SQL en módulo de reportes.,2022-06-16,0
1418,580,12,5,Media,Seguridad: Inyección SQL en módulo de autenticación.,2022-07-19,0
1419,581,46,8,Media,Documentación: Formato incorrecto en módulo de usuario.,2024-12-29,0
1420,581,5,7,Baja,Funcionalidad: Cálculo numérico en módulo de autenticación.,2024-05-06,0
1421,583,23,5,Media,Compatibilidad: Resolución/dispositivo en módulo de datos.,2023-02-24,0
1422,583,44,11,Baja,Documentación: Comentarios engañosos en módulo de API.,2022-09-01,0
1423,583,42,12,Media,Documentación: Especificación desactualizada en módulo de autenticación.,2022-08-14,0
1424,583,3,8,Baja,Funcionalidad: Reglas de negocio en módulo de autenticación.,2022-02-24,0
1425,583,1,8,Baja,Funcionalidad: Lógica/algoritmo en módulo de usuario.,2022-11-03,0
1426,583,28,9,Media,Mantenibilidad: Complejidad ciclomática en módulo de usuario.,2022-11-25,0
1427,583,34,11,Baja,Portabilidad: Dependencias SO en módulo de autenticación.,2023-03-03,0
1428,583,35,8,Baja,Portabilidad: Diferencias de runtime en módulo de usuario.,2022-06-15,0
1429,583,10,10,Baja,Rendimiento: Caching incorrecto en módulo de pago.,2022-09-21,0
1430,583,10,5,Baja,Rendimiento: Caching incorrecto en módulo de autenticación.,2022-10-28,0
1431,584,3,10,Baja,Funcionalidad: Reglas de negocio en módulo de API.,2023-11-15,0
1432,584,3,8,Baja,Funcionalidad: Reglas de negocio en módulo de catálogo.,2023-07-06,0
1433,584,35,5,Baja,Portabilidad: Diferencias de runtime en módulo de usuario.,2024-02-16,0
1434,584,10,9,Media,Rendimiento: Caching incorrecto en módulo de pago.,2023-12-25,0
1435,584,21,11,Baja,Usabilidad: Feedback insuficiente en módulo de reportes.,2023-04-08,0
1436,584,17,15,Baja,Usabilidad: Accesibilidad en módulo de catálogo.,2024-03-19,0
1437,590,42,12,Baja,Documentación: Especificación desactualizada en módulo de catálogo.,2020-03-09,0
1438,590,27,5,Baja,Mantenibilidad: Duplicación/código espagueti en módulo de API.,2020-05-28,0
1439,590,47,13,Media,Otros: Config. errónea en módulo de autenticación.,2020-05-29,0
1440,590,6,13,Alta,Rendimiento: Consultas ineficientes en módulo de pago.,2020-02-25,0
1441,593,26,9,Baja,Compatibilidad: Localización en módulo de datos.,2025-10-31,0
1442,593,45,5,Baja,Documentación: Falta de ejemplo en módulo de autenticación.,2025-10-08,0
1443,593,40,2,Media,Fiabilidad: Reintentos/retornos en módulo de catálogo.,2025-10-21,0
1444,593,4,8,Media,Funcionalidad: Validación de entradas en módulo de pago.,2025-11-22,0
1445,600,44,12,Media,Documentación: Comentarios engañosos en módulo de autenticación.,2022-06-19,0
1446,600,38,13,Baja,Fiabilidad: Fugas de recursos en módulo de API.,2022-05-23,0
1447,600,38,10,Media,Fiabilidad: Fugas de recursos en módulo de UI.,2022-08-31,0
1448,600,3,6,Baja,Funcionalidad: Reglas de negocio en módulo de UI.,2022-10-06,0
1449,600,4,3,Media,Funcionalidad: Validación de entradas en módulo de datos.,2021-11-20,0
1450,600,1,1,Baja,Funcionalidad: Lógica/algoritmo en módulo de pago.,2022-07-01,0
1451,600,31,8,Baja,Mantenibilidad: Acoplamiento alto en módulo de reportes.,2022-06-02,0
1452,600,29,5,Baja,Mantenibilidad: Nombres pobres en módulo de reportes.,2022-04-19,0
1453,600,50,13,Baja,Otros: Terceros en módulo de datos.,2022-03-03,0
1454,601,22,3,Baja,Compatibilidad: Navegador/OS en módulo de pago.,2025-08-10,0
1455,601,42,12,Baja,Documentación: Especificación desactualizada en módulo de UI.,2025-06-18,0
1456,601,51,13,Baja,Otros: Desconocido en módulo de UI.,2025-06-19,0
1457,603,24,4,Media,Compatibilidad: Dependencias/bibliotecas en módulo de datos.,2022-10-16,0
1458,603,44,12,Baja,Documentación: Comentarios engañosos en módulo de API.,2022-10-10,0
1459,603,45,12,Baja,Documentación: Falta de ejemplo en módulo de datos.,2023-01-10,0
1460,603,3,9,Media,Funcionalidad: Reglas de negocio en módulo de reportes.,2022-04-20,0
1461,603,1,5,Media,Funcionalidad: Lógica/algoritmo en módulo de API.,2021-07-28,0
1462,603,1,5,Media,Funcionalidad: Lógica/algoritmo en módulo de API.,2022-03-10,0
1463,603,48,11,Baja,Otros: Datos de prueba en módulo de datos.,2022-05-24,0
1464,603,16,2,Baja,Seguridad: XXE en módulo de datos.,2023-01-20,0
1465,603,20,11,Baja,Usabilidad: Diseño inconsistente en módulo de pago.,2021-09-19,0
1466,603,17,6,Media,Usabilidad: Accesibilidad en módulo de UI.,2022-05-09,0
1467,604,10,10,Media,Rendimiento: Caching incorrecto en módulo de datos.,2021-08-26,0
1468,605,3,1,Baja,Funcionalidad: Reglas de negocio en módulo de catálogo.,2021-09-12,0
1469,606,22,14,Baja,Compatibilidad: Navegador/OS en módulo de usuario.,2022-01-08,0
1470,606,42,1,Media,Documentación: Especificación desactualizada en módulo de pago.,2022-08-19,0
1471,606,28,8,Alta,Mantenibilidad: Complejidad ciclomática en módulo de catálogo.,2022-05-10,0
1472,606,47,13,Media,Otros: Config. errónea en módulo de pago.,2021-12-01,0
