tarea_id,nombre_tarea,tipo_tarea,prioridad,completada,fecha_entrega,fecha_completado,catalogo_tareas_id,metadata_extraccion
22932,Revisión de sprint,Diseño,Media,1,2020-11-03,2020-11-03,488,0
22933,Migración de datos,Implementación,Baja,1,2020-07-04,2020-07-04,488,0
22934,Desarrollo backend,Soporte,Media,1,2020-11-01,2020-11-05,488,0
22935,Soporte post-implementación,Desarrollo,Baja,0,2020-08-01,,488,0
22936,Seguridad,Desarrollo,Media,1,2020-10-15,2020-10-18,488,0
22937,Documentación técnica,Soporte,Media,1,2020-07-30,2020-08-03,488,0
22938,Desarrollo frontend,Documentación,Alta,1,2020-06-06,2020-06-07,488,0
22939,Mantenimiento,Desarrollo,Media,0,2020-10-20,,488,0
22940,Integración BD,Desarrollo,Media,1,2020-11-15,2020-11-18,488,0
22941,Pruebas funcionales,Documentación,Baja,0,2020-08-16,,488,0
22942,Diseño de interfaz,Testing,Media,1,2020-12-06,2020-12-08,488,0
22943,Ajustes post-despliegue,Testing,Media,1,2020-06-16,2020-06-18,488,0
22944,Desarrollo frontend,Soporte,Baja,1,2020-11-10,2020-11-16,488,0
22945,Desarrollo backend,Desarrollo,Media,1,2020-10-13,2020-10-13,488,0
22946,Documentación técnica,Mantenimiento,Media,0,2020-11-05,,488,0
22947,Desarrollo backend,Testing,Baja,1,2020-10-02,2020-10-08,488,0
22948,Revisión de sprint,Testing,Alta,1,2020-11-18,2020-11-23,488,0
22949,Validación QA,Mantenimiento,Baja,1,2020-12-30,2021-01-01,488,0
22950,Control de calidad,Diseño,Alta,1,2020-12-29,2021-01-05,488,0
22951,Seguridad,Mantenimiento,Media,1,2020-11-04,2020-11-12,488,0
22952,Implementación API,Testing,Alta,0,2020-10-15,,488,0
22953,Pruebas de rendimiento,Testing,Media,1,2020-10-28,2020-11-08,488,0
22954,Integración BD,Testing,Alta,0,2020-08-15,,488,0
22955,Desarrollo backend,Diseño,Alta,1,2020-06-08,2020-06-17,488,0
22956,Optimización de consultas,Desarrollo,Media,1,2020-11-15,2020-11-17,488,0
22957,Documentación técnica,Implementación,Alta,1,2020-09-17,2020-09-21,488,0
22958,Migración de datos,Diseño,Media,1,2020-10-27,2020-10-30,488,0
22959,Validación QA,Documentación,Media,0,2020-07-07,,488,0
22960,Pruebas unitarias,Documentación,Media,1,2020-07-16,2020-07-24,488,0
22961,Desarrollo backend,Mantenimiento,Baja,1,2020-10-04,2020-10-09,488,0
22962,CI/CD,Diseño,Alta,1,2020-08-30,2020-09-04,488,0
22963,Optimización de consultas,Mantenimiento,Baja,1,2020-10-11,2020-10-20,488,0
22964,Optimización de consultas,Diseño,Media,1,2020-11-08,2020-11-14,488,0
22965,Control de calidad,Mantenimiento,Media,1,2020-08-31,2020-08-31,488,0
22966,Pruebas de rendimiento,Mantenimiento,Baja,0,2020-08-06,,488,0
22967,CI/CD,Diseño,Media,1,2020-08-21,2020-08-30,488,0
22968,Documentación técnica,Testing,Alta,1,2021-01-16,2021-01-28,488,0
22969,Desarrollo backend,Desarrollo,Alta,1,2020-10-23,2020-10-24,488,0
22970,Pruebas de rendimiento,Desarrollo,Alta,1,2020-08-18,2020-08-22,488,0
22971,Config. infraestructura,Desarrollo,Media,1,2020-07-30,2020-08-06,488,0
22972,Documentación técnica,Mantenimiento,Baja,1,2020-05-31,2020-06-11,488,0
22973,Documentación técnica,Testing,Media,1,2020-11-03,2020-11-07,488,0
22974,Documentación técnica,Soporte,Media,1,2020-09-28,2020-09-29,488,0
22975,Diseño de interfaz,Implementación,Media,0,2020-12-21,,488,0
22976,Revisión de sprint,Testing,Media,0,2020-12-12,,488,0
22977,Revisión de sprint,Testing,Media,0,2020-11-16,,488,0
22978,Despliegue QA,Implementación,Alta,0,2020-10-03,,488,0
22979,Validación QA,Soporte,Media,1,2020-08-07,2020-08-07,488,0
22980,Desarrollo frontend,Implementación,Media,0,2020-08-10,,488,0
22981,Análisis de requisitos,Diseño,Media,1,2020-09-12,2020-09-17,488,0
22982,Análisis de requisitos,Testing,Media,1,2020-07-23,2020-07-30,488,0
22983,Implementación API,Implementación,Baja,1,2020-11-01,2020-11-09,488,0
22984,Soporte post-implementación,Implementación,Alta,1,2020-08-25,2020-09-02,488,0
22985,Control de calidad,Implementación,Alta,1,2020-06-27,2020-07-01,488,0
22986,Control de calidad,Documentación,Alta,0,2020-09-28,,488,0
22987,CI/CD,Documentación,Alta,0,2020-08-28,,488,0
22988,Automatización de pruebas,Soporte,Alta,1,2020-11-16,2020-11-16,488,0
22989,Migración de datos,Soporte,Media,0,2020-09-11,,488,0
22990,Revisión de código,Mantenimiento,Baja,1,2020-11-14,2020-11-26,488,0
22991,Revisión de sprint,Implementación,Media,1,2020-11-14,2020-11-20,488,0
22992,Control de calidad,Diseño,Baja,1,2020-09-04,2020-09-11,488,0
22993,Pruebas funcionales,Diseño,Alta,0,2020-07-25,,488,0
22994,Despliegue QA,Desarrollo,Baja,1,2020-09-21,2020-09-28,488,0
22995,Soporte post-implementación,Documentación,Alta,1,2020-08-12,2020-08-17,488,0
22996,Revisión de sprint,Soporte,Media,1,2020-09-28,2020-09-30,488,0
22997,Mantenimiento,Soporte,Baja,0,2020-09-13,,488,0
22998,Automatización de pruebas,Mantenimiento,Media,1,2020-09-21,2020-09-25,488,0
22999,Control de calidad,Implementación,Media,0,2020-10-05,,488,0
23000,Validación QA,Mantenimiento,Baja,1,2020-09-12,2020-09-15,488,0
23001,Revisión de código,Soporte,Media,1,2020-10-09,2020-10-12,488,0
23002,CI/CD,Soporte,Baja,1,2020-05-30,2020-06-12,488,0
23003,Diseño de interfaz,Soporte,Alta,1,2020-07-08,2020-07-11,488,0
23004,Config. infraestructura,Implementación,Alta,1,2020-11-12,2020-11-15,488,0
23005,Pruebas de rendimiento,Desarrollo,Baja,1,2020-06-23,2020-06-26,488,0
23006,Desarrollo backend,Documentación,Media,0,2020-09-21,,488,0
23007,Mantenimiento,Testing,Media,1,2020-07-01,2020-07-01,488,0
23008,Control de calidad,Documentación,Media,1,2020-11-11,2020-11-13,488,0
23009,Ajustes post-despliegue,Implementación,Media,1,2020-12-30,2021-01-09,488,0
23010,Validación QA,Desarrollo,Media,1,2020-08-30,2020-08-30,488,0
23011,Soporte post-implementación,Desarrollo,Media,0,2020-12-17,,488,0
23012,Documentación técnica,Mantenimiento,Baja,1,2020-10-26,2020-11-02,488,0
23013,Despliegue QA,Diseño,Baja,1,2020-07-15,2020-07-23,488,0
23014,Desarrollo backend,Testing,Alta,1,2020-11-26,2020-11-26,488,0
23015,Soporte post-implementación,Mantenimiento,Media,0,2020-08-15,,488,0
23016,Seguridad,Implementación,Alta,1,2020-10-11,2020-10-16,488,0
23017,Diseño de interfaz,Mantenimiento,Baja,1,2020-07-26,2020-08-01,488,0
23018,Pruebas unitarias,Diseño,Media,0,2020-11-24,,488,0
23019,Análisis de requisitos,Mantenimiento,Media,0,2020-09-24,,488,0
23020,Validación QA,Implementación,Media,1,2020-11-30,2020-12-05,488,0
23021,Seguridad,Diseño,Media,0,2020-08-10,,488,0
23022,Pruebas de rendimiento,Soporte,Media,0,2020-09-28,,488,0
23023,Seguridad,Implementación,Media,0,2020-12-30,,488,0
23024,Diseño de interfaz,Mantenimiento,Baja,1,2020-10-17,2020-10-20,488,0
23025,Control de calidad,Soporte,Alta,1,2020-07-09,2020-07-16,488,0
23026,Revisión de código,Documentación,Media,0,2020-09-15,,488,0
23027,Config. infraestructura,Implementación,Alta,1,2020-12-09,2020-12-13,488,0
23028,CI/CD,Soporte,Media,1,2020-07-14,2020-07-16,488,0
23029,Diseño de interfaz,Soporte,Alta,0,2020-08-24,,488,0
23030,Soporte post-implementación,Mantenimiento,Media,1,2020-11-24,2020-11-26,488,0
23031,Desarrollo frontend,Mantenimiento,Baja,1,2020-12-22,2020-12-29,488,0
23032,Pruebas funcionales,Desarrollo,Alta,0,2020-07-25,,488,0
23033,Desarrollo backend,Desarrollo,Media,0,2020-07-29,,488,0
23034,Implementación API,Documentación,Media,1,2023-10-24,2023-11-02,489,0
23035,Pruebas unitarias,Soporte,Media,1,2023-05-20,2023-05-26,489,0
23036,Pruebas funcionales,Implementación,Media,1,2023-03-20,2023-03-26,489,0
23037,Pruebas unitarias,Soporte,Media,0,2023-12-17,,489,0
23038,Config. infraestructura,Mantenimiento,Media,0,2023-12-18,,489,0
23039,Pruebas de rendimiento,Documentación,Media,1,2023-09-21,2023-09-29,489,0
23040,Integración BD,Diseño,Media,1,2023-01-05,2023-01-14,489,0
23041,Diseño de interfaz,Mantenimiento,Media,0,2024-02-02,,489,0
23042,Pruebas unitarias,Mantenimiento,Alta,1,2023-08-02,2023-08-11,489,0
23043,Documentación técnica,Documentación,Media,1,2023-09-20,2023-09-24,489,0
23044,Mantenimiento,Documentación,Media,0,2023-03-28,,489,0
23045,Desarrollo backend,Diseño,Media,0,2023-11-28,,489,0
23046,Análisis de requisitos,Mantenimiento,Media,1,2024-03-10,2024-03-16,489,0
23047,Control de calidad,Implementación,Alta,1,2023-04-19,2023-05-03,489,0
23048,Despliegue QA,Documentación,Media,0,2022-12-04,,489,0
23049,Optimización de consultas,Documentación,Alta,0,2023-06-20,,489,0
23050,Despliegue QA,Documentación,Alta,1,2023-03-29,2023-03-30,489,0
23051,Pruebas funcionales,Mantenimiento,Alta,0,2024-04-28,,489,0
23052,Documentación técnica,Implementación,Baja,1,2023-07-03,2023-07-06,489,0
23053,Despliegue QA,Soporte,Baja,1,2023-11-20,2023-11-21,489,0
23054,CI/CD,Mantenimiento,Alta,0,2023-06-27,,489,0
23055,Ajustes post-despliegue,Diseño,Media,1,2023-06-19,2023-06-27,489,0
23056,Soporte post-implementación,Desarrollo,Media,1,2023-07-02,2023-07-02,489,0
23057,CI/CD,Implementación,Baja,0,2023-11-07,,489,0
23058,Seguridad,Implementación,Baja,1,2024-03-04,2024-03-11,489,0
23059,Análisis de requisitos,Mantenimiento,Alta,1,2024-02-12,2024-02-17,489,0
23060,Soporte post-implementación,Soporte,Baja,1,2023-05-22,2023-06-01,489,0
23061,Despliegue QA,Soporte,Media,1,2023-09-06,2023-09-07,489,0
23062,Documentación técnica,Diseño,Media,1,2023-09-17,2023-09-26,489,0
23063,Ajustes post-despliegue,Mantenimiento,Alta,0,2024-03-29,,489,0
23064,Ajustes post-despliegue,Documentación,Alta,1,2023-07-08,2023-07-12,489,0
23065,Ajustes post-despliegue,Implementación,Media,1,2024-04-16,2024-04-18,489,0
23066,Pruebas unitarias,Documentación,Media,1,2023-08-08,2023-08-17,489,0
23067,Desarrollo frontend,Testing,Baja,1,2023-12-24,2024-01-01,489,0
23068,Pruebas funcionales,Documentación,Media,1,2023-11-02,2023-11-06,489,0
23069,Ajustes post-despliegue,Diseño,Alta,1,2023-06-15,2023-06-26,489,0
23070,Config. infraestructura,Soporte,Media,0,2023-06-22,,489,0
23071,CI/CD,Mantenimiento,Media,0,2023-07-01,,489,0
23072,Mantenimiento,Mantenimiento,Alta,1,2021-05-04,2021-05-10,490,0
23073,Pruebas de rendimiento,Desarrollo,Media,1,2021-08-07,2021-08-10,490,0
23074,Desarrollo frontend,Implementación,Media,1,2021-04-14,2021-04-14,490,0
23075,Revisión de sprint,Mantenimiento,Alta,1,2021-12-12,2021-12-19,490,0
23076,Soporte post-implementación,Mantenimiento,Baja,0,2021-08-14,,490,0
23077,Pruebas funcionales,Mantenimiento,Media,0,2021-07-23,,490,0
23078,Pruebas funcionales,Mantenimiento,Baja,0,2021-08-11,,490,0
23079,Revisión de sprint,Diseño,Alta,0,2021-06-18,,490,0
23080,Pruebas de rendimiento,Testing,Media,0,2021-09-13,,490,0
23081,Control de calidad,Documentación,Baja,1,2021-11-17,2021-12-01,490,0
23082,Mantenimiento,Implementación,Media,0,2021-04-30,,490,0
23083,Seguridad,Documentación,Media,1,2021-06-22,2021-07-02,490,0
23084,Pruebas funcionales,Testing,Alta,1,2021-08-13,2021-08-24,490,0
23085,Control de calidad,Soporte,Baja,0,2021-07-18,,490,0
23086,Revisión de sprint,Documentación,Media,1,2021-07-01,2021-07-11,490,0
23087,Automatización de pruebas,Mantenimiento,Baja,1,2021-04-12,2021-04-16,490,0
23088,Mantenimiento,Diseño,Media,1,2021-08-22,2021-08-28,490,0
23089,Control de calidad,Desarrollo,Baja,1,2021-04-27,2021-05-01,490,0
23090,Pruebas unitarias,Desarrollo,Media,1,2021-04-20,2021-04-20,490,0
23091,Despliegue QA,Implementación,Media,0,2021-04-16,,490,0
23092,Implementación API,Documentación,Media,0,2021-09-18,,490,0
23093,Documentación técnica,Desarrollo,Alta,1,2021-08-10,2021-08-15,490,0
23094,CI/CD,Desarrollo,Media,1,2021-02-03,2021-02-15,490,0
23095,Desarrollo backend,Diseño,Alta,0,2021-08-27,,490,0
23096,Documentación técnica,Mantenimiento,Media,1,2021-05-15,2021-05-15,490,0
23097,Desarrollo frontend,Documentación,Baja,1,2021-03-25,2021-03-25,490,0
23098,Mantenimiento,Implementación,Baja,1,2021-06-17,2021-06-19,490,0
23099,Desarrollo frontend,Testing,Baja,1,2021-08-08,2021-08-15,490,0
23100,Config. infraestructura,Testing,Baja,0,2021-09-04,,490,0
23101,Seguridad,Diseño,Baja,1,2021-05-24,2021-05-26,490,0
23102,Ajustes post-despliegue,Documentación,Alta,1,2021-04-04,2021-04-11,490,0
23103,Revisión de sprint,Documentación,Baja,0,2021-04-08,,490,0
23104,Despliegue QA,Mantenimiento,Media,1,2021-05-25,2021-05-28,490,0
23105,Migración de datos,Diseño,Media,1,2021-07-12,2021-07-17,490,0
23106,Soporte post-implementación,Desarrollo,Media,1,2021-06-06,2021-06-14,490,0
23107,Migración de datos,Testing,Baja,1,2021-06-16,2021-06-20,490,0
23108,Automatización de pruebas,Diseño,Alta,0,2021-07-29,,490,0
23109,Revisión de sprint,Soporte,Alta,1,2021-03-27,2021-03-30,490,0
23110,Migración de datos,Testing,Baja,1,2021-05-24,2021-05-31,490,0
23111,Soporte post-implementación,Testing,Alta,1,2021-05-20,2021-05-20,490,0
23112,Control de calidad,Documentación,Media,1,2021-10-30,2021-11-04,490,0
23113,Seguridad,Desarrollo,Media,1,2021-06-15,2021-06-19,490,0
23114,Config. infraestructura,Testing,Alta,0,2021-10-09,,490,0
23115,Ajustes post-despliegue,Soporte,Baja,1,2021-08-19,2021-08-19,490,0
23116,Ajustes post-despliegue,Testing,Alta,0,2021-09-30,,490,0
23117,Diseño de interfaz,Documentación,Baja,1,2021-06-05,2021-06-07,490,0
23118,Desarrollo backend,Diseño,Alta,1,2021-06-16,2021-06-20,490,0
23119,Análisis de requisitos,Testing,Media,1,2021-05-21,2021-06-03,490,0
23120,Diseño de interfaz,Soporte,Baja,0,2021-10-04,,490,0
23121,Despliegue QA,Testing,Baja,0,2021-05-08,,490,0
23122,Documentación técnica,Soporte,Alta,1,2021-07-04,2021-07-08,490,0
23123,Desarrollo frontend,Desarrollo,Media,0,2021-07-21,,490,0
23124,Implementación API,Diseño,Alta,0,2021-06-30,,490,0
23125,Revisión de sprint,Diseño,Media,0,2021-10-02,,490,0
23126,Revisión de sprint,Testing,Media,1,2021-09-02,2021-09-09,490,0
23127,CI/CD,Testing,Baja,0,2021-02-14,,490,0
23128,Implementación API,Testing,Media,1,2021-10-11,2021-10-20,490,0
23129,Pruebas de rendimiento,Soporte,Media,1,2021-04-25,2021-04-25,490,0
23130,Análisis de requisitos,Diseño,Media,1,2021-06-08,2021-06-08,490,0
23131,Revisión de código,Implementación,Media,1,2021-05-26,2021-06-04,490,0
23132,Revisión de código,Implementación,Media,1,2021-08-28,2021-09-03,490,0
23133,Implementación API,Desarrollo,Baja,0,2021-03-14,,490,0
23134,Config. infraestructura,Desarrollo,Media,1,2021-07-17,2021-07-27,490,0
23135,Migración de datos,Diseño,Baja,1,2021-05-19,2021-05-22,490,0
23136,Desarrollo frontend,Soporte,Media,0,2021-11-21,,490,0
23137,Desarrollo frontend,Mantenimiento,Alta,1,2021-08-29,2021-09-03,490,0
23138,Optimización de consultas,Desarrollo,Alta,1,2021-07-24,2021-07-26,490,0
23139,Despliegue QA,Testing,Media,1,2021-06-02,2021-06-10,490,0
23140,Ajustes post-despliegue,Mantenimiento,Media,0,2021-04-26,,490,0
23141,Automatización de pruebas,Testing,Alta,1,2021-11-09,2021-11-15,490,0
23142,Desarrollo backend,Diseño,Media,1,2021-07-15,2021-07-15,490,0
23143,Análisis de requisitos,Documentación,Alta,1,2021-09-03,2021-09-05,490,0
23144,Config. infraestructura,Desarrollo,Alta,0,2021-06-09,,490,0
23145,Implementación API,Implementación,Baja,0,2021-08-17,,490,0
23146,Config. infraestructura,Testing,Media,0,2021-08-11,,490,0
23147,Seguridad,Implementación,Alta,1,2021-05-13,2021-05-17,490,0
23148,Seguridad,Desarrollo,Media,1,2021-09-11,2021-09-14,490,0
23149,Automatización de pruebas,Testing,Media,0,2021-05-06,,490,0
23150,Automatización de pruebas,Desarrollo,Media,1,2021-05-31,2021-06-05,490,0
23151,Pruebas de rendimiento,Diseño,Media,0,2021-05-16,,490,0
23152,Revisión de código,Desarrollo,Media,1,2021-07-19,2021-07-29,490,0
23153,Despliegue QA,Soporte,Alta,1,2021-11-12,2021-11-19,490,0
23154,Validación QA,Diseño,Alta,0,2021-11-17,,490,0
23155,Desarrollo backend,Implementación,Baja,1,2021-09-09,2021-09-14,490,0
23156,Pruebas funcionales,Implementación,Baja,0,2021-03-28,,490,0
23157,Desarrollo frontend,Desarrollo,Baja,1,2021-06-01,2021-06-01,490,0
23158,Mantenimiento,Testing,Media,1,2021-05-24,2021-05-30,490,0
23159,Seguridad,Soporte,Baja,0,2021-08-06,,490,0
23160,Ajustes post-despliegue,Implementación,Baja,0,2021-03-23,,490,0
23161,Seguridad,Soporte,Media,0,2021-09-23,,490,0
23162,CI/CD,Mantenimiento,Baja,1,2021-09-03,2021-09-07,490,0
23163,CI/CD,Soporte,Media,1,2021-07-14,2021-07-14,490,0
23164,Despliegue QA,Mantenimiento,Media,1,2021-11-19,2021-11-27,490,0
23165,Seguridad,Documentación,Alta,1,2021-03-23,2021-04-01,490,0
23166,CI/CD,Soporte,Alta,0,2021-05-29,,490,0
23167,Config. infraestructura,Documentación,Baja,0,2021-08-18,,490,0
23168,Análisis de requisitos,Documentación,Alta,1,2021-12-08,2021-12-14,490,0
23169,Soporte post-implementación,Diseño,Baja,1,2021-04-09,2021-04-14,490,0
23170,Desarrollo backend,Testing,Media,1,2021-03-25,2021-03-28,490,0
23171,Documentación técnica,Diseño,Media,1,2021-09-09,2021-09-14,490,0
23172,Integración BD,Diseño,Alta,1,2021-08-16,2021-08-22,490,0
23173,Soporte post-implementación,Mantenimiento,Baja,0,2021-08-05,,490,0
23174,Migración de datos,Documentación,Baja,1,2021-04-14,2021-04-14,490,0
23175,Revisión de código,Documentación,Media,1,2021-06-13,2021-06-20,490,0
23176,Ajustes post-despliegue,Implementación,Alta,1,2021-09-03,2021-09-11,490,0
23177,Integración BD,Desarrollo,Baja,1,2021-09-24,2021-09-26,490,0
23178,Desarrollo backend,Testing,Alta,1,2021-05-14,2021-05-23,490,0
23179,Optimización de consultas,Diseño,Alta,1,2021-08-22,2021-08-24,490,0
23180,Revisión de código,Diseño,Media,0,2021-02-15,,490,0
23181,Soporte post-implementación,Documentación,Baja,1,2021-05-26,2021-05-26,490,0
23182,Revisión de código,Testing,Baja,0,2021-10-24,,490,0
23183,Desarrollo backend,Diseño,Alta,0,2021-04-29,,490,0
23184,Control de calidad,Implementación,Baja,1,2021-09-02,2021-09-11,490,0
23185,Pruebas unitarias,Testing,Alta,0,2021-12-06,,490,0
23186,Migración de datos,Testing,Media,1,2021-05-22,2021-05-28,490,0
23187,Revisión de código,Implementación,Alta,0,2021-05-06,,490,0
23188,Desarrollo frontend,Testing,Alta,1,2021-05-04,2021-05-08,490,0
23189,Análisis de requisitos,Implementación,Baja,1,2021-06-10,2021-06-16,490,0
23190,Ajustes post-despliegue,Desarrollo,Alta,1,2021-05-19,2021-05-20,490,0
23191,Config. infraestructura,Implementación,Alta,1,2021-08-30,2021-09-03,490,0
23192,Implementación API,Documentación,Alta,0,2021-06-22,,490,0
23193,Soporte post-implementación,Implementación,Media,1,2021-04-08,2021-04-15,490,0
23194,Diseño de interfaz,Soporte,Alta,0,2021-05-24,,490,0
23195,Diseño de interfaz,Testing,Baja,1,2023-12-26,2023-12-26,491,0
23196,Optimización de consultas,Documentación,Baja,1,2023-08-09,2023-08-15,491,0
23197,Diseño de interfaz,Soporte,Media,1,2023-12-13,2023-12-18,491,0
23198,Pruebas unitarias,Mantenimiento,Alta,1,2024-08-15,2024-08-16,491,0
23199,Seguridad,Desarrollo,Media,1,2024-09-14,2024-09-15,491,0
23200,Optimización de consultas,Soporte,Media,0,2023-09-19,,491,0
23201,Config. infraestructura,Implementación,Baja,1,2023-10-06,2023-10-06,491,0
23202,Integración BD,Documentación,Media,1,2024-01-28,2024-02-03,491,0
23203,Pruebas de rendimiento,Desarrollo,Media,1,2024-01-05,2024-01-14,491,0
23204,Ajustes post-despliegue,Mantenimiento,Alta,1,2023-05-19,2023-05-20,491,0
23205,Config. infraestructura,Documentación,Media,1,2024-03-05,2024-03-11,491,0
23206,Implementación API,Soporte,Media,1,2024-06-09,2024-06-18,491,0
23207,Seguridad,Testing,Alta,1,2024-02-28,2024-02-28,491,0
23208,Integración BD,Soporte,Media,1,2022-08-01,2022-08-06,492,0
23209,Config. infraestructura,Diseño,Media,1,2022-06-02,2022-06-06,492,0
23210,Despliegue QA,Implementación,Media,1,2022-02-14,2022-02-21,492,0
23211,Documentación técnica,Implementación,Baja,1,2022-07-24,2022-08-01,492,0
23212,Pruebas unitarias,Soporte,Media,1,2021-10-07,2021-10-17,492,0
23213,Migración de datos,Mantenimiento,Media,1,2022-03-15,2022-03-15,492,0
23214,Mantenimiento,Soporte,Media,1,2022-10-26,2022-10-31,492,0
23215,Despliegue QA,Desarrollo,Media,1,2022-05-07,2022-05-08,492,0
23216,Pruebas funcionales,Diseño,Baja,1,2022-11-07,2022-11-11,492,0
23217,Config. infraestructura,Desarrollo,Media,1,2021-12-14,2021-12-17,492,0
23218,Seguridad,Diseño,Media,1,2022-08-16,2022-08-18,492,0
23219,Soporte post-implementación,Mantenimiento,Media,1,2022-06-02,2022-06-16,492,0
23220,Revisión de sprint,Testing,Media,1,2022-09-03,2022-09-03,492,0
23221,Análisis de requisitos,Testing,Media,1,2021-12-09,2021-12-13,492,0
23222,Automatización de pruebas,Desarrollo,Media,1,2021-09-04,2021-09-07,492,0
23223,Pruebas funcionales,Testing,Media,1,2021-12-11,2021-12-19,492,0
23224,Ajustes post-despliegue,Mantenimiento,Baja,1,2022-12-09,2022-12-14,492,0
23225,Análisis de requisitos,Diseño,Media,1,2021-09-22,2021-09-24,492,0
23226,Control de calidad,Testing,Baja,1,2022-09-17,2022-09-23,492,0
23227,CI/CD,Soporte,Alta,1,2022-03-03,2022-03-03,492,0
23228,Integración BD,Testing,Alta,1,2021-11-13,2021-11-15,492,0
23229,Análisis de requisitos,Diseño,Alta,1,2022-09-26,2022-10-02,492,0
23230,Pruebas funcionales,Diseño,Alta,1,2022-03-27,2022-03-30,492,0
23231,Documentación técnica,Diseño,Media,1,2022-06-26,2022-06-30,492,0
23232,Validación QA,Diseño,Alta,1,2021-12-20,2021-12-28,492,0
23233,Desarrollo frontend,Diseño,Media,1,2022-04-17,2022-04-21,492,0
23234,Automatización de pruebas,Mantenimiento,Alta,1,2021-11-30,2021-12-07,492,0
23235,Migración de datos,Diseño,Alta,1,2022-07-16,2022-07-19,492,0
23236,Config. infraestructura,Mantenimiento,Media,1,2022-01-29,2022-01-29,492,0
23237,Control de calidad,Documentación,Alta,1,2022-09-01,2022-09-08,492,0
23238,Desarrollo frontend,Soporte,Media,1,2022-04-26,2022-04-29,492,0
23239,Automatización de pruebas,Implementación,Baja,1,2022-01-13,2022-01-13,492,0
23240,Soporte post-implementación,Diseño,Baja,1,2022-07-06,2022-07-06,492,0
23241,Mantenimiento,Desarrollo,Media,1,2022-07-07,2022-07-12,492,0
23242,Ajustes post-despliegue,Implementación,Media,1,2022-05-21,2022-05-28,492,0
23243,Migración de datos,Diseño,Alta,1,2021-12-12,2021-12-16,492,0
23244,Documentación técnica,Documentación,Baja,1,2022-05-23,2022-05-28,492,0
23245,Optimización de consultas,Implementación,Media,0,2024-11-07,,493,0
23246,Config. infraestructura,Documentación,Media,0,2025-02-20,,493,0
23247,Seguridad,Documentación,Alta,0,2024-11-30,,493,0
23248,Soporte post-implementación,Testing,Alta,1,2025-02-22,2025-02-22,493,0
23249,Despliegue QA,Mantenimiento,Media,1,2025-02-01,2025-02-06,493,0
23250,Mantenimiento,Desarrollo,Alta,1,2025-02-28,2025-03-02,493,0
23251,Diseño de interfaz,Documentación,Media,1,2025-02-26,2025-03-06,493,0
23252,Desarrollo frontend,Documentación,Alta,1,2024-11-17,2024-11-27,493,0
23253,Pruebas funcionales,Documentación,Media,0,2024-12-31,,493,0
23254,Pruebas unitarias,Mantenimiento,Alta,0,2024-10-29,,493,0
23255,Ajustes post-despliegue,Diseño,Media,1,2025-04-18,2025-04-18,493,0
23256,Optimización de consultas,Soporte,Baja,1,2025-03-07,2025-03-14,493,0
23257,Validación QA,Documentación,Alta,1,2024-11-06,2024-11-14,493,0
23258,Soporte post-implementación,Documentación,Media,1,2025-02-04,2025-02-13,493,0
23259,Revisión de sprint,Desarrollo,Media,0,2024-12-24,,493,0
23260,Desarrollo frontend,Diseño,Media,0,2024-10-29,,493,0
23261,Mantenimiento,Soporte,Media,1,2025-05-01,2025-05-03,493,0
23262,Revisión de sprint,Diseño,Baja,1,2025-02-23,2025-03-08,493,0
23263,Automatización de pruebas,Documentación,Media,1,2025-03-30,2025-04-08,493,0
23264,Desarrollo backend,Desarrollo,Baja,1,2025-01-20,2025-01-22,493,0
23265,Automatización de pruebas,Documentación,Baja,1,2024-12-22,2024-12-31,493,0
23266,Optimización de consultas,Soporte,Media,1,2025-01-29,2025-01-30,494,0
23267,Desarrollo backend,Implementación,Media,0,2025-07-30,,494,0
23268,Control de calidad,Implementación,Alta,0,2025-04-24,,494,0
23269,Despliegue QA,Soporte,Alta,1,2024-10-31,2024-11-02,494,0
23270,Revisión de sprint,Testing,Baja,1,2025-04-24,2025-05-01,494,0
23271,Pruebas de rendimiento,Documentación,Baja,1,2025-06-22,2025-06-22,494,0
23272,Desarrollo backend,Implementación,Media,1,2025-02-16,2025-02-19,494,0
23273,Pruebas unitarias,Diseño,Media,0,2025-04-14,,494,0
23274,Migración de datos,Desarrollo,Media,1,2025-02-25,2025-03-05,494,0
23275,Desarrollo backend,Mantenimiento,Media,1,2025-04-15,2025-04-16,494,0
23276,Migración de datos,Documentación,Media,1,2024-11-03,2024-11-13,494,0
23277,Automatización de pruebas,Desarrollo,Baja,0,2025-01-10,,494,0
23278,CI/CD,Soporte,Media,0,2025-04-20,,494,0
23279,Migración de datos,Desarrollo,Media,0,2025-04-22,,494,0
23280,Pruebas de rendimiento,Soporte,Media,1,2025-02-21,2025-02-25,494,0
23281,Despliegue QA,Documentación,Baja,0,2025-07-04,,494,0
23282,Migración de datos,Mantenimiento,Media,1,2025-05-18,2025-05-21,494,0
23283,Seguridad,Desarrollo,Baja,1,2025-02-24,2025-03-04,494,0
23284,Automatización de pruebas,Testing,Baja,1,2025-05-08,2025-05-15,494,0
23285,Integración BD,Soporte,Baja,1,2025-04-16,2025-04-18,494,0
23286,Integración BD,Testing,Media,1,2025-04-12,2025-04-21,494,0
23287,Automatización de pruebas,Documentación,Media,1,2025-03-23,2025-03-25,494,0
23288,Diseño de interfaz,Implementación,Baja,0,2025-01-21,,494,0
